experiment_id,student_id,problem_id,problem_part,scaffold_id,experiment_tag_path,action,timestamp,assistments_reference_action_log_id
PSAZ2G4,14574,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:33:15.735000-04:00,696795967
PSAZ2G4,14574,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:33:15.738000-04:00,696796005
PSAZ2G4,14574,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:33:16.477000-04:00,696796006
PSAZ2G4,14574,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:33:16.555000-04:00,696796007
PSAZ2G4,14574,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:33:39.066000-04:00,696797471
PSAZ2G4,14574,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:33:39.070000-04:00,696797517
PSAZ2G4,14574,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:33:39.500000-04:00,696797524
PSAZ2G4,14574,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:33:39.566000-04:00,696797525
PSAZ2G4,14574,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:33:42.251000-04:00,696797674
PSAZ2G4,14574,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:33:42.253000-04:00,696797758
PSAZ2G4,14574,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:33:42.994000-04:00,696797759
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:33:43.255000-04:00,696797761
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:34:08.845000-04:00,696799491
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:34:37.864000-04:00,696801324
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:34:38.699000-04:00,696801325
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:34:39.204000-04:00,696801644
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],answer_requested,2021-04-15 14:34:39.689000-04:00,696801645
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:34:42.893000-04:00,696801647
PSAZ2G4,14574,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:34:42.896000-04:00,696801648
PSAZ2G4,14574,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],continue_selected,2021-04-15 14:34:43.314000-04:00,696801649
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:34:43.370000-04:00,696801650
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:35:33.575000-04:00,696804709
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:35:52.884000-04:00,696805865
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:35:55.503000-04:00,696806515
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:35:57.500000-04:00,696806518
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:35:59.108000-04:00,696806519
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],hint_requested,2021-04-15 14:35:59.317000-04:00,696806520
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],answer_requested,2021-04-15 14:35:59.793000-04:00,696806521
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:36:05.848000-04:00,696806704
PSAZ2G4,14574,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:36:05.851000-04:00,696806705
PSAZ2G4,14574,,,,,assignment_finished,2021-04-15 14:36:05.930000-04:00,696806741
PSAZ2G4,14581,,,,,assignment_started,2021-04-15 14:32:40.120000-04:00,696793406
PSAZ2G4,14581,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:32:41.113000-04:00,696793408
PSAZ2G4,14581,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:32:53.438000-04:00,696794334
PSAZ2G4,14581,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:32:53.447000-04:00,696794525
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:32:54.609000-04:00,696794527
PSAZ2G4,14581,PRACJDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_started,2021-04-15 14:32:55.335000-04:00,696794532
PSAZ2G4,14581,PRACJDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],correct_response,2021-04-15 14:33:42.826000-04:00,696797717
PSAZ2G4,14581,PRACJDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_finished,2021-04-15 14:33:42.833000-04:00,696797916
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE,continue_selected,2021-04-15 14:33:44.153000-04:00,696797918
PSAZ2G4,14581,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:33:45.554000-04:00,696797922
PSAZ2G4,14581,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:33:53.681000-04:00,696798491
PSAZ2G4,14581,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:33:53.686000-04:00,696798630
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:33:55.056000-04:00,696798631
PSAZ2G4,14581,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:33:55.894000-04:00,696798633
PSAZ2G4,14581,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:34:47.425000-04:00,696801908
PSAZ2G4,14581,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:34:47.432000-04:00,696801969
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:34:48.588000-04:00,696801970
PSAZ2G4,14581,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:48.757000-04:00,696801972
PSAZ2G4,14581,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:36:04.130000-04:00,696806585
PSAZ2G4,14581,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:36:04.138000-04:00,696806589
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:36:05.235000-04:00,696806677
PSAZ2G4,14581,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:36:05.363000-04:00,696806678
PSAZ2G4,14581,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:36:16.642000-04:00,696807395
PSAZ2G4,14581,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:36:16.657000-04:00,696807472
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:36:17.735000-04:00,696807473
PSAZ2G4,14581,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:36:18.153000-04:00,696807475
PSAZ2G4,14581,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:38:05.621000-04:00,696814264
PSAZ2G4,14581,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:39:11.186000-04:00,696818292
PSAZ2G4,14581,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:39:11.193000-04:00,696818293
PSAZ2G4,14581,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],continue_selected,2021-04-15 14:39:12.079000-04:00,696818294
PSAZ2G4,14581,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:39:12.215000-04:00,696818295
PSAZ2G4,14581,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:39:28.065000-04:00,696819226
PSAZ2G4,14581,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],wrong_response,2021-04-15 14:39:31.382000-04:00,696819922
PSAZ2G4,14581,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:40:09.083000-04:00,696821813
PSAZ2G4,14581,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:40:09.088000-04:00,696821816
PSAZ2G4,14581,,,,,assignment_finished,2021-04-15 14:40:09.265000-04:00,696821919
PSAZ2G4,14584,,,,,assignment_started,2021-04-15 14:32:34.405000-04:00,696792977
PSAZ2G4,14584,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:32:34.861000-04:00,696792981
PSAZ2G4,14584,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:32:54.346000-04:00,696794419
PSAZ2G4,14584,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:32:54.355000-04:00,696794577
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:32:55.390000-04:00,696794578
PSAZ2G4,14584,PRACJDM,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_started,2021-04-15 14:32:56.080000-04:00,696794582
PSAZ2G4,14584,PRACJDM,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],correct_response,2021-04-15 14:34:01.841000-04:00,696798992
PSAZ2G4,14584,PRACJDM,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_finished,2021-04-15 14:34:01.848000-04:00,696799407
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE,continue_selected,2021-04-15 14:34:07.071000-04:00,696799409
PSAZ2G4,14584,PRABAMDT,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:07.882000-04:00,696799413
PSAZ2G4,14584,PRABAMDT,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:34:13.431000-04:00,696799752
PSAZ2G4,14584,PRABAMDT,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:34:13.439000-04:00,696799894
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:34:14.298000-04:00,696799895
PSAZ2G4,14584,PRABAE9E,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:15.112000-04:00,696799897
PSAZ2G4,14584,PRABAE9E,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:34:45.947000-04:00,696801772
PSAZ2G4,14584,PRABAE9E,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:34:45.953000-04:00,696801845
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:34:46.502000-04:00,696801846
PSAZ2G4,14584,PRABAFAH,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:46.682000-04:00,696801847
PSAZ2G4,14584,PRABAFAH,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:35:11.940000-04:00,696803439
PSAZ2G4,14584,PRABAFAH,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:35:11.945000-04:00,696803451
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:35:12.965000-04:00,696803532
PSAZ2G4,14584,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:35:13.120000-04:00,696803533
PSAZ2G4,14584,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:35:20.215000-04:00,696803936
PSAZ2G4,14584,PRABAKYP,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:35:20.221000-04:00,696804054
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:35:21.973000-04:00,696804055
PSAZ2G4,14584,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:35:22.395000-04:00,696804057
PSAZ2G4,14584,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:36:15.999000-04:00,696807328
PSAZ2G4,14584,PRABAHDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:36:16.004000-04:00,696807370
PSAZ2G4,14584,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],continue_selected,2021-04-15 14:36:16.448000-04:00,696807371
PSAZ2G4,14584,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_started,2021-04-15 14:36:16.566000-04:00,696807372
PSAZ2G4,14584,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],correct_response,2021-04-15 14:36:33.564000-04:00,696808526
PSAZ2G4,14584,PRABAMDA,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Post Test [posttest],problem_finished,2021-04-15 14:36:33.569000-04:00,696808535
PSAZ2G4,14584,,,,,assignment_finished,2021-04-15 14:36:33.769000-04:00,696808572
PSAZ2G4,14588,,,,,assignment_started,2021-04-15 14:32:46.244000-04:00,696793834
PSAZ2G4,14588,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_started,2021-04-15 14:32:46.818000-04:00,696793836
PSAZ2G4,14588,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,correct_response,2021-04-15 14:33:02.724000-04:00,696795084
PSAZ2G4,14588,PRABAKYN,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX,problem_finished,2021-04-15 14:33:02.735000-04:00,696795254
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX,continue_selected,2021-04-15 14:33:03.896000-04:00,696795255
PSAZ2G4,14588,PRACJDQ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_started,2021-04-15 14:33:04.927000-04:00,696795259
PSAZ2G4,14588,PRACJDQ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],correct_response,2021-04-15 14:34:04.548000-04:00,696799162
PSAZ2G4,14588,PRACJDQ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/CO - First Question [pretest],problem_finished,2021-04-15 14:34:04.558000-04:00,696799346
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE,continue_selected,2021-04-15 14:34:05.973000-04:00,696799348
PSAZ2G4,14588,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:07.174000-04:00,696799352
PSAZ2G4,14588,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:34:10.468000-04:00,696799585
PSAZ2G4,14588,PRABAMDU,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:34:10.474000-04:00,696799742
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:34:11.899000-04:00,696799743
PSAZ2G4,14588,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:13.003000-04:00,696799745
PSAZ2G4,14588,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:34:40.864000-04:00,696801482
PSAZ2G4,14588,PRABAFDB,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:34:40.869000-04:00,696801619
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:34:42.378000-04:00,696801620
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:34:42.792000-04:00,696801621
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,wrong_response,2021-04-15 14:35:52.942000-04:00,696805816
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,hint_requested,2021-04-15 14:35:57.194000-04:00,696806469
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,hint_requested,2021-04-15 14:35:58.119000-04:00,696806470
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,answer_requested,2021-04-15 14:35:59.479000-04:00,696806471
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:36:29.646000-04:00,696808472
PSAZ2G4,14588,PRABAFCG,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:36:29.665000-04:00,696808473
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:36:31.956000-04:00,696808474
PSAZ2G4,14588,PRABAFDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:36:32.302000-04:00,696808475
PSAZ2G4,14588,PRABAFDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:36:54.511000-04:00,696809750
PSAZ2G4,14588,PRABAFDJ,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:36:54.517000-04:00,696809867
PSAZ2G4,14588,,,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,continue_selected,2021-04-15 14:36:55.961000-04:00,696809868
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_started,2021-04-15 14:36:56.231000-04:00,696809869
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,wrong_response,2021-04-15 14:38:33.874000-04:00,696815998
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,hint_requested,2021-04-15 14:38:37.335000-04:00,696816620
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,hint_requested,2021-04-15 14:38:38.435000-04:00,696816621
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,answer_requested,2021-04-15 14:38:40-04:00,696816623
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,correct_response,2021-04-15 14:38:54.763000-04:00,696817383
PSAZ2G4,14588,PRABAFCF,1.0,,Surface Area Rectangular Prism 7.G.B.6 EX/Experiment/ITE/Right - No Choice [ignore]/CO after right on 1st,problem_finished,2021-04-15 14:38:54.769000-04:00,696817384
